lr,la,rho*,T*,T_ad,P_ad,TotEn_ad,Cv_nvt,ThermalPressureCoeff_nvt,Cp_npt,ThermalExpansionCoeff_npt,IsothermalCompressibility_npt,Cv_npt,JouleThomson_npt,Brown_type,is_fluid,is_solid
36.0,6.0,0.710893373,0.881285273,0.881285273,0.5844731,-2.1532444085,,,,,,,,Charles,True,False
36.0,6.0,0.673639175,0.984178925,0.984178925,0.747876518,-1.7510625645,,,,,,,,Charles,True,False
36.0,6.0,0.630492311,1.101748387,1.101748387,0.874831542,-1.3011258875,,,,,,,,Charles,True,False
36.0,6.0,0.585482571,1.236086877,1.236086877,0.975058261,-0.8244973574999999,,,,,,,,Charles,True,False
36.0,6.0,0.536154473,1.389586176,1.389586176,1.038263295,-0.3058078280000003,,,,,,,,Charles,True,False
36.0,6.0,0.481776288,1.564979146,1.564979146,1.056285476,0.2580165160000001,,,,,,,,Charles,True,False
36.0,6.0,0.424730053,1.765388624,1.765388624,1.040037547,0.8600301310000003,,,,,,,,Charles,True,False
36.0,6.0,0.363579455,1.994382663,1.994382663,0.980447507,1.5092026215000005,,,,,,,,Charles,True,False
36.0,6.0,0.304665621,2.22337668,2.22337668,0.881583292,2.1295900960000003,,,,,,,,Charles,True,False
36.0,6.0,0.248186013,2.452370747,2.452370747,0.759995002,2.7248271244999995,,,,,,,,Charles,True,False
36.0,6.0,0.200637062,2.652780208,2.652780208,0.639352644,3.226763419,,,,,,,,Charles,True,False
36.0,6.0,0.160875687,2.828173232,2.828173232,0.528194609,3.651704603,,,,,,,,Charles,True,False
36.0,6.0,0.126378374,2.981672506,2.981672506,0.424270915,4.016204342,,,,,,,,Charles,True,False
36.0,6.0,0.095642121,3.116010983,3.116010983,0.326125387,4.3341663905,,,,,,,,Charles,True,False
36.0,6.0,0.069593808,3.233580454,3.233580454,0.240318343,4.606426675,,,,,,,,Charles,True,False
36.0,6.0,0.047257886,3.336474087,3.336474087,0.164874782,4.840624557500001,,,,,,,,Charles,True,False
36.0,6.0,0.025255353,3.426523838,3.426523838,0.088626332,5.052840977000001,,,,,,,,Charles,True,False
36.0,6.0,0.007781474,3.505333022,3.505333022,0.027479018,5.2314479679999994,,,,,,,,Charles,True,False
48.0,6.0,0.783577368,0.673050005,0.673050005,0.15451542,-2.7632195925,,,,,,,,Charles,True,False
48.0,6.0,0.757004132,0.744648174,0.744648174,0.38295356,-2.46963939,,,,,,,,Charles,True,False
48.0,6.0,0.725802469,0.826458477,0.826458477,0.581307157,-2.1376422415,,,,,,,,Charles,True,False
48.0,6.0,0.686992282,0.919937392,0.919937392,0.736447581,-1.751781999,,,,,,,,Charles,True,False
48.0,6.0,0.645040943,1.026749361,1.026749361,0.86181006,-1.3353963335,,,,,,,,Charles,True,False
48.0,6.0,0.598939632,1.148795936,1.148795936,0.95528326,-0.8832689230000002,,,,,,,,Charles,True,False
48.0,6.0,0.548385389,1.288250185,1.288250185,1.010250001,-0.3927227294999995,,,,,,,,Charles,True,False
48.0,6.0,0.493704355,1.447594823,1.447594823,1.028670982,0.1356260734999996,,,,,,,,Charles,True,False
48.0,6.0,0.435297085,1.62966699,1.62966699,1.006078487,0.7025004789999998,,,,,,,,Charles,True,False
48.0,6.0,0.371428683,1.83770818,1.83770818,0.938942879,1.3181902369999998,,,,,,,,Charles,True,False
48.0,6.0,0.310577241,2.045749487,2.045749487,0.838864388,1.9030881235,,,,,,,,Charles,True,False
48.0,6.0,0.254149463,2.253790662,2.253790662,0.723839435,2.453770146,,,,,,,,Charles,True,False
48.0,6.0,0.205197441,2.435862796,2.435862796,0.60643581,2.9234577759999993,,,,,,,,Charles,True,False
48.0,6.0,0.163316292,2.595207504,2.595207504,0.495421166,3.3237473530000003,,,,,,,,Charles,True,False
48.0,6.0,0.129203239,2.73466169,2.73466169,0.400298279,3.659771905,,,,,,,,Charles,True,False
48.0,6.0,0.098669752,2.85670831,2.85670831,0.31040742,3.953145106,,,,,,,,Charles,True,False
48.0,6.0,0.07021492,2.963520224,2.963520224,0.222786496,4.211750598,,,,,,,,Charles,True,False
48.0,6.0,0.046341062,3.056999154,3.056999154,0.148266737,4.433335755000001,,,,,,,,Charles,True,False
48.0,6.0,0.029166638,3.138809443,3.138809443,0.094227009,4.6134554195,,,,,,,,Charles,True,False
